6,"[0.045903, 0.039595, 0.033287, -0.264101, -0.290685, -0.31727, -0.343854, -0.370439, -0.528145, -0.950345, -1.372544, -1.794744, -2.216945, -1.765006, -1.313067, -0.861128, -0.409189, 0.04275, 0.398713, 0.754677, 1.110641, 1.466604, 1.822568, 1.570915, 1.319262, 1.06761, 0.815957, 0.546506, 0.50415, 0.461795, 0.41944, 0.377085]","[-2.009782, -1.958169, -1.906555, -1.719963, -1.44321, -1.166457, -0.889704, -0.612951, -0.188414, 0.09435, 0.377113, 0.659877, 0.94264, 1.026659, 1.110678, 1.194697, 1.278716, 1.362735, 1.190516, 1.018296, 0.846077, 0.673858, 0.501639, 0.349935, 0.19823, 0.046526, -0.105179, -0.200566, -0.187499, -0.174432, -0.161366, -0.148299]","[0.722483, 0.964961, 1.207438, 1.050063, 0.850255, 0.650448, 0.45064, 0.250833, -0.115853, -0.682584, -1.249315, -1.816046, -2.382777, -2.02854, -1.674304, -1.320067, -0.965831, -0.611594, -0.235025, 0.141544, 0.518114, 0.894683, 1.271253, 1.073488, 0.875724, 0.67796, 0.480195, 0.290557, 0.245463, 0.20037, 0.155277, 0.110184]"
6,"[1.303129, 0.986477, 0.709143, 0.43181, 0.154476, -0.122857, 0.374665, 0.872187, 1.369709, 1.867232, 2.364754, 1.708906, 1.053057, 0.397208, -0.25864, -0.914489, -0.881985, -0.84948, -0.816976, -0.784472, -1.246869, -1.004137, -0.761404, -0.518672, -0.27594, 0.10677, -0.248154, -0.603078, -0.958001, -1.312926, -1.151453, -0.989982]","[-2.212263, -1.947631, -1.700171, -1.452712, -1.205252, -0.957793, -0.532692, -0.10759, 0.317511, 0.742612, 1.167713, 1.217261, 1.266809, 1.316357, 1.365905, 1.415453, 1.214868, 1.014282, 0.813696, 0.613111, 0.433498, 0.2491, 0.064702, -0.119696, -0.304094, -0.470897, -0.432329, -0.39376, -0.355191, -0.316622, -0.34027, -0.363918]","[0.364136, 0.612531, 0.873475, 1.13442, 1.395363, 1.656308, 1.198859, 0.741409, 0.28396, -0.173489, -0.630939, -0.972727, -1.314516, -1.656304, -1.998093, -2.339881, -1.751394, -1.162907, -0.57442, 0.014067, 0.387124, 0.465345, 0.543567, 0.621788, 0.70001, 0.778643, 0.563623, 0.348604, 0.133585, -0.081434, -0.080714, -0.079994]"
6,"[1.4545, 1.427462, 1.400423, 0.878096, 0.617025, 0.355953, 0.094882, -0.16619, -0.625121, -1.084052, -1.542983, -2.001914, -2.460844, -1.879873, -1.298901, -0.71793, -0.136959, 0.444012, 0.547783, 0.651554, 0.755325, 0.859096, 1.127293, 0.850875, 0.574457, 0.298039, 0.02162, -0.309058, -0.198893, -0.088728, 0.021438, 0.131603]","[-1.883882, -1.829268, -1.774655, -1.465248, -1.09608, -0.726911, -0.357742, 0.011426, 0.318814, 0.626202, 0.93359, 1.240978, 1.548367, 1.480126, 1.411885, 1.343644, 1.275402, 1.207161, 0.93147, 0.65578, 0.38009, 0.1044, -0.123542, -0.230648, -0.337754, -0.444861, -0.551967, -0.647667, -0.58851, -0.529355, -0.470199, -0.411043]","[1.127745, 1.463173, 1.798602, 1.380073, 0.911207, 0.442341, -0.026525, -0.495391, -0.850964, -1.206537, -1.56211, -1.917683, -2.273256, -1.642732, -1.012209, -0.381685, 0.248839, 0.879362, 0.846141, 0.812919, 0.779697, 0.746476, 0.752349, 0.526084, 0.299818, 0.073553, -0.152712, -0.383153, -0.348234, -0.313314, -0.278395, -0.243475]"
6,"[1.554042, 1.162211, 0.770381, 0.37855, -0.01328, -0.405111, -0.716054, -1.026996, -1.337938, -1.648881, -1.959823, -1.741839, -1.523855, -1.305871, -1.087887, -0.607062, -0.219915, 0.167232, 0.554379, 0.941525, 1.073396, 1.080963, 1.088529, 1.096096, 1.103662, 0.895406, 0.68715, 0.478895, 0.270639, 0.062383, 0.097152, 0.131922]","[-2.047959, -1.718674, -1.38939, -1.060105, -0.73082, -0.401536, -0.018123, 0.365289, 0.748701, 1.132113, 1.515525, 1.469606, 1.423687, 1.377768, 1.331849, 1.099042, 0.980675, 0.862309, 0.743942, 0.625576, 0.391103, 0.088109, -0.214885, -0.51788, -0.820874, -0.813022, -0.805171, -0.79732, -0.789468, -0.781617, -0.676693, -0.571769]","[1.210079, 1.236477, 1.262874, 1.289272, 1.315669, 1.342067, 0.704044, 0.06602, -0.572003, -1.210026, -1.84805, -1.749209, -1.650368, -1.551527, -1.452686, -1.335948, -0.832987, -0.330027, 0.172934, 0.675895, 1.015302, 0.869646, 0.72399, 0.578335, 0.432679, 0.296036, 0.159393, 0.02275, -0.113892, -0.250535, -0.242249, -0.233962]"
6,"[1.108454, 0.87082, 0.785225, 0.69963, 0.614036, 0.528441, 0.173073, 0.072824, -0.027425, -0.127674, -0.227923, -0.523341, -0.988284, -1.453226, -1.918169, -2.383111, -1.947144, -1.511177, -1.075211, -0.639243, -0.203277, 0.123615, 0.450507, 0.777399, 1.10429, 1.431182, 1.212866, 0.994549, 0.776233, 0.557916, 0.332606, 0.41154]","[-1.559185, -1.635888, -1.536026, -1.436165, -1.336304, -1.236442, -1.063769, -0.812448, -0.561127, -0.309806, -0.058485, 0.381813, 0.643602, 0.905391, 1.16718, 1.428969, 1.409423, 1.389877, 1.37033, 1.350784, 1.331238, 1.043326, 0.755414, 0.467502, 0.179589, -0.108323, -0.188268, -0.268212, -0.348157, -0.428102, -0.481738, -0.455985]","[0.232719, 0.310986, 0.56834, 0.825694, 1.083048, 1.340402, 0.960385, 0.504649, 0.048913, -0.406823, -0.862559, -1.011659, -1.342394, -1.673128, -2.003862, -2.334597, -1.688456, -1.042314, -0.396173, 0.249968, 0.896109, 0.920542, 0.944974, 0.969406, 0.993839, 1.018271, 0.75649, 0.494709, 0.232928, -0.028853, -0.301827, -0.259728]"
6,"[1.215406, 1.198075, 0.938619, 0.803507, 0.668395, 0.533282, 0.39817, -0.088604, -0.682391, -1.276179, -1.869966, -2.463753, -2.069858, -1.675963, -1.282068, -0.888173, -0.494278, -0.15574, 0.182798, 0.521336, 0.859874, 1.198412, 0.973786, 0.749159, 0.524533, 0.299907, 0.012015, 0.131143, 0.25027, 0.369398, 0.488525, 0.630368]","[-1.462095, -1.370349, -1.129109, -0.834151, -0.539192, -0.244234, 0.050725, 0.522855, 0.849521, 1.176187, 1.502854, 1.82952, 1.689178, 1.548835, 1.408493, 1.268151, 1.127809, 0.787522, 0.447236, 0.106949, -0.233337, -0.573624, -0.630393, -0.687162, -0.743931, -0.800699, -0.828811, -0.834151, -0.83949, -0.844829, -0.850168, -0.870108]","[1.104248, 1.417719, 1.072762, 0.678268, 0.283775, -0.110718, -0.505211, -0.679874, -1.118472, -1.55707, -1.995668, -2.434266, -1.780739, -1.127212, -0.473684, 0.179843, 0.833371, 0.911983, 0.990596, 1.069209, 1.147822, 1.226434, 0.92938, 0.632326, 0.335272, 0.038218, -0.277172, -0.237478, -0.197784, -0.15809, -0.118395, -0.079395]"
6,"[1.19546, 0.87575, 0.556039, 0.184243, -0.142166, -0.468576, -0.794985, -1.121394, -1.494195, -1.59267, -1.691146, -1.789622, -1.888097, -1.405433, -0.922769, -0.440105, 0.04256, 0.525224, 0.703585, 0.881946, 1.060308, 1.238669, 1.41703, 1.180388, 0.943745, 0.707102, 0.470459, 0.190943, 0.272336, 0.353729, 0.435122, 0.516515]","[-1.306835, -0.975122, -0.64341, -0.43346, -0.15501, 0.12344, 0.40189, 0.68034, 1.164694, 1.248835, 1.332977, 1.41712, 1.50126, 1.391904, 1.282546, 1.173189, 1.063831, 0.954474, 0.610626, 0.266777, -0.077071, -0.420919, -0.764768, -0.845403, -0.926039, -1.006675, -1.087311, -1.142057, -1.168216, -1.194376, -1.220535, -1.246695]","[0.895852, 1.243471, 1.59109, 1.123937, 0.581952, 0.039967, -0.502018, -1.044003, -1.047037, -1.322859, -1.598681, -1.874503, -2.150324, -1.453078, -0.755831, -0.058584, 0.638663, 1.33591, 1.218171, 1.100431, 0.982692, 0.864953, 0.747214, 0.528531, 0.309848, 0.091165, -0.127518, -0.359663, -0.315772, -0.271882, -0.227992, -0.184101]"
6,"[0.936086, 1.058592, 1.181099, 1.303605, 1.118294, 0.932982, 0.74767, 0.562359, 0.377047, -0.24297, -0.862988, -1.483006, -2.103024, -2.199057, -1.864401, -1.529745, -1.195088, -0.860432, -0.64317, -0.23658, 0.17001, 0.576599, 0.983189, 0.831289, 0.679388, 0.527487, 0.375587, 0.223686, 0.197761, 0.171835, 0.14591, 0.119985]","[-1.609661, -1.61808, -1.6265, -1.634919, -1.392474, -1.150028, -0.907583, -0.665137, -0.422692, -0.026203, 0.370284, 0.766773, 1.16326, 1.379513, 1.383255, 1.386997, 1.390739, 1.394481, 1.32432, 1.07018, 0.816042, 0.561903, 0.307764, 0.179759, 0.051754, -0.076251, -0.204257, -0.332261, -0.387455, -0.442648, -0.497842, -0.553035]","[0.417162, 0.77399, 1.130819, 1.487647, 1.250652, 1.013657, 0.776662, 0.539667, 0.302671, -0.319552, -0.941775, -1.563998, -2.186222, -2.270953, -1.763455, -1.255956, -0.748458, -0.240959, 0.042573, 0.356098, 0.669623, 0.983148, 1.296673, 0.985538, 0.674403, 0.363268, 0.052133, -0.259002, -0.312006, -0.36501, -0.418015, -0.471019]"
6,"[1.277516, 1.381011, 1.120645, 0.86028, 0.599914, 0.339549, 0.079184, -0.430849, -0.940881, -1.450913, -1.960945, -2.470978, -1.979319, -1.48766, -0.996001, -0.504342, -0.012683, 0.233728, 0.480139, 0.72655, 0.972961, 1.301122, 1.035756, 0.77039, 0.505025, 0.239659, -0.060127, -0.012799, 0.03453, 0.081858, 0.129187, 0.13849]","[-1.779001, -1.912141, -1.642995, -1.373849, -1.104702, -0.835556, -0.56641, -0.157007, 0.252395, 0.661798, 1.071201, 1.480604, 1.447294, 1.413984, 1.380675, 1.347365, 1.314055, 1.09344, 0.872825, 0.652211, 0.431596, 0.229266, 0.056491, -0.116285, -0.28906, -0.461836, -0.629867, -0.606836, -0.583807, -0.560776, -0.537746, -0.547334]","[1.306729, 1.695553, 1.44145, 1.187347, 0.933244, 0.67914, 0.425037, -0.157311, -0.739658, -1.322006, -1.904354, -2.486702, -1.935922, -1.385143, -0.834363, -0.283584, 0.267195, 0.40225, 0.537305, 0.67236, 0.807415, 1.003939, 0.726548, 0.449158, 0.171768, -0.105623, -0.387404, -0.330325, -0.273246, -0.216168, -0.159089, -0.185544]"
6,"[1.328839, 1.251897, 1.174954, 1.098012, 1.02107, 0.944128, 0.328453, -0.287223, -0.902898, -1.518573, -2.134249, -1.926671, -1.719093, -1.511515, -1.303938, -1.09636, -0.64993, -0.203499, 0.242931, 0.689361, 1.100365, 0.926968, 0.753572, 0.580175, 0.406779, 0.24902, 0.229231, 0.209442, 0.189653, 0.169864, 0.176368, 0.182872]","[-2.007577, -1.726307, -1.445037, -1.163768, -0.882498, -0.601228, -0.197086, 0.207056, 0.611198, 1.01534, 1.419482, 1.414885, 1.410288, 1.40569, 1.401093, 1.396496, 1.181678, 0.966859, 0.752042, 0.537224, 0.226699, 0.017453, -0.191792, -0.401038, -0.610284, -0.716578, -0.709334, -0.70209, -0.694846, -0.687602, -0.638007, -0.588412]","[1.399965, 1.327326, 1.254688, 1.18205, 1.109412, 1.036773, 0.371192, -0.29439, -0.959972, -1.625554, -2.291136, -1.907007, -1.522878, -1.138748, -0.754619, -0.37049, -0.014389, 0.341712, 0.697813, 1.053914, 1.382378, 1.030352, 0.678327, 0.326302, -0.025724, -0.345757, -0.341402, -0.337047, -0.332692, -0.328337, -0.310135, -0.291934]"
