0,"[-2.011006, -1.688788, -1.317816, -0.946845, -0.575873, -0.204902, 0.035745, 0.588264, 1.140782, 1.693301, 2.24582, 1.928793, 1.611766, 1.29474, 0.977713, 0.660687, 0.436231, 0.211774, -0.012682, -0.237138, -0.461594, -0.481052, -0.50051, -0.519968, -0.539426, -0.552785, -0.52839, -0.503995, -0.4796, -0.455205, -0.414982, -0.393056]","[-2.011006, -1.688788, -1.317816, -0.946845, -0.575873, -0.204902, 0.035745, 0.588264, 1.140782, 1.693301, 2.24582, 1.928793, 1.611766, 1.29474, 0.977713, 0.660687, 0.436231, 0.211774, -0.012682, -0.237138, -0.461594, -0.481052, -0.50051, -0.519968, -0.539426, -0.552785, -0.52839, -0.503995, -0.4796, -0.455205, -0.414982, -0.393056]","[-2.011006, -1.688788, -1.317816, -0.946845, -0.575873, -0.204902, 0.035745, 0.588264, 1.140782, 1.693301, 2.24582, 1.928793, 1.611766, 1.29474, 0.977713, 0.660687, 0.436231, 0.211774, -0.012682, -0.237138, -0.461594, -0.481052, -0.50051, -0.519968, -0.539426, -0.552785, -0.52839, -0.503995, -0.4796, -0.455205, -0.414982, -0.393056]"
0,"[-0.957711, -1.37421, -1.79071, -2.207209, -1.743806, -1.280402, -0.816999, -0.353596, -0.21861, 0.282782, 0.784173, 1.285565, 1.786956, 2.16168, 1.706596, 1.251513, 0.796429, 0.341345, 0.242319, 0.143293, 0.044267, -0.054759, -0.153785, -0.113918, -0.074051, -0.034185, 0.005682, 0.045549, 0.05691, 0.068271, 0.079631, 0.090992]","[-0.957711, -1.37421, -1.79071, -2.207209, -1.743806, -1.280402, -0.816999, -0.353596, -0.21861, 0.282782, 0.784173, 1.285565, 1.786956, 2.16168, 1.706596, 1.251513, 0.796429, 0.341345, 0.242319, 0.143293, 0.044267, -0.054759, -0.153785, -0.113918, -0.074051, -0.034185, 0.005682, 0.045549, 0.05691, 0.068271, 0.079631, 0.090992]","[-0.957711, -1.37421, -1.79071, -2.207209, -1.743806, -1.280402, -0.816999, -0.353596, -0.21861, 0.282782, 0.784173, 1.285565, 1.786956, 2.16168, 1.706596, 1.251513, 0.796429, 0.341345, 0.242319, 0.143293, 0.044267, -0.054759, -0.153785, -0.113918, -0.074051, -0.034185, 0.005682, 0.045549, 0.05691, 0.068271, 0.079631, 0.090992]"
6,"[0.01882, -0.411729, -0.842278, -1.272826, -1.703375, -1.517355, -1.48568, -1.454004, -1.422328, -1.390653, -0.749873, -0.092348, 0.565177, 1.222702, 1.880227, 1.694006, 1.507784, 1.321563, 1.135342, 0.94912, 0.745749, 0.542379, 0.339008, 0.135637, -0.067733, -0.029601, 0.008531, 0.046663, 0.084795, 0.094681, 0.080759, 0.066838]","[-2.046303, -1.293299, -0.540295, 0.212709, 0.965713, 0.91287, 1.270064, 1.627258, 1.984452, 2.341646, 1.741072, 1.140498, 0.539924, -0.060649, -0.661223, -0.518786, -0.376348, -0.233911, -0.091474, 0.050964, -0.074537, -0.200038, -0.325538, -0.451039, -0.57654, -0.622946, -0.669353, -0.715759, -0.762166, -0.840244, -0.855656, -0.871068]","[1.729963, 1.109342, 0.488721, -0.1319, -0.752521, -0.501699, -1.001544, -1.501389, -2.001233, -2.501078, -1.665467, -0.829856, 0.005755, 0.841366, 1.676977, 1.459912, 1.242847, 1.025781, 0.808716, 0.591651, 0.449846, 0.308041, 0.166236, 0.024431, -0.117373, -0.115021, -0.112669, -0.110317, -0.107965, -0.11419, -0.159845, -0.205499]"
1,"[1.975976, 1.784525, 1.593074, 1.401622, 1.210171, 1.01872, 0.426616, -0.165488, -0.757592, -1.349695, -1.941799, -1.753963, -1.566127, -1.378291, -1.190454, -0.981067, -0.740676, -0.500284, -0.259893, -0.019501, 0.216256, 0.233172, 0.250088, 0.267004, 0.28392, 0.281602, 0.279285, 0.276968, 0.274651, 0.272333, 0.277061, 0.281788]","[1.074723, 1.307752, 1.540781, 1.773809, 2.006838, 2.239866, 1.726365, 1.212863, 0.699362, 0.18586, -0.327641, -0.372438, -0.417234, -0.46203, -0.506826, -0.659751, -0.589137, -0.518522, -0.447907, -0.377292, -0.327421, -0.456293, -0.585165, -0.714036, -0.842908, -0.858576, -0.874244, -0.889911, -0.905579, -0.921247, -0.878436, -0.835626]","[1.49832, 1.224249, 0.95018, 0.676107, 0.40204, 0.127967, -0.457485, -1.042939, -1.628392, -2.213844, -2.20496, -1.821617, -1.438274, -1.054931, -0.671587, -0.48458, -0.086579, 0.311422, 0.709423, 1.107425, 0.893322, 0.679219, 0.465115, 0.251009, 0.036907, 0.164837, 0.292765, 0.420695, 0.548623, 0.676553, 0.781828, 0.887103]"
4,"[-0.331609, -0.424395, -0.012983, 0.398428, 0.809839, 1.221251, 1.177042, 1.14274, 1.108438, 1.074136, 1.039834, 0.758919, 0.056686, -0.645547, -1.34778, -2.050013, -1.882657, -1.715302, -1.547946, -1.38059, -1.213235, -0.79394, -0.374646, 0.044648, 0.463943, 0.883237, 0.797695, 0.712153, 0.626611, 0.541069, 0.470122, 0.393847]","[-1.232824, -1.285786, -0.737957, -0.190128, 0.3577, 0.905529, 1.044284, 1.214432, 1.38458, 1.554728, 1.724876, 1.526689, 0.749281, -0.028128, -0.805537, -1.582946, -1.495715, -1.408484, -1.321253, -1.234022, -1.146792, -0.741312, -0.335833, 0.069647, 0.475127, 0.880606, 0.699674, 0.518742, 0.33781, 0.156878, 0.017644, -0.071504]","[0.716356, 0.911646, 0.936443, 0.96124, 0.986037, 1.010834, 0.587256, -0.025244, -0.637744, -1.250243, -1.862743, -1.899698, -1.772528, -1.645358, -1.518188, -1.391018, -0.852813, -0.314608, 0.223596, 0.761801, 1.300006, 1.153925, 1.007843, 0.861761, 0.71568, 0.569599, 0.418114, 0.26663, 0.115145, -0.03634, -0.147493, -0.149905]"
0,"[-0.626207, -0.772607, -1.075808, -1.379009, -1.682209, -1.98541, -1.529513, -0.929408, -0.329302, 0.270804, 0.87091, 0.983223, 1.254528, 1.525833, 1.797138, 2.068443, 1.595955, 1.123467, 0.650979, 0.17849, -0.293998, -0.267354, -0.24071, -0.214067, -0.187423, -0.16078, -0.143736, -0.126693, -0.109649, -0.092606, -0.084849, -0.088432]","[-0.626207, -0.772607, -1.075808, -1.379009, -1.682209, -1.98541, -1.529513, -0.929408, -0.329302, 0.270804, 0.87091, 0.983223, 1.254528, 1.525833, 1.797138, 2.068443, 1.595955, 1.123467, 0.650979, 0.17849, -0.293998, -0.267354, -0.24071, -0.214067, -0.187423, -0.16078, -0.143736, -0.126693, -0.109649, -0.092606, -0.084849, -0.088432]","[-0.626207, -0.772607, -1.075808, -1.379009, -1.682209, -1.98541, -1.529513, -0.929408, -0.329302, 0.270804, 0.87091, 0.983223, 1.254528, 1.525833, 1.797138, 2.068443, 1.595955, 1.123467, 0.650979, 0.17849, -0.293998, -0.267354, -0.24071, -0.214067, -0.187423, -0.16078, -0.143736, -0.126693, -0.109649, -0.092606, -0.084849, -0.088432]"
5,"[0.373829, 0.179552, -0.014726, -0.209004, -0.403282, -0.698866, -0.99445, -1.290035, -1.585619, -1.881204, -1.312916, -0.744628, -0.176341, 0.391947, 0.960235, 1.200785, 1.441336, 1.681886, 1.922437, 2.014047, 1.463707, 0.913367, 0.363027, -0.187313, -0.582503, -0.576294, -0.570085, -0.563875, -0.557666, -0.371724, -0.185782, 0.000159]","[-0.441195, -0.569844, -0.698494, -0.827144, -0.955793, -0.963323, -0.970852, -0.978382, -0.985911, -0.993441, -0.405235, 0.18297, 0.771176, 1.359381, 1.947587, 1.83802, 1.728454, 1.618888, 1.509321, 1.445191, 0.885286, 0.325381, -0.234524, -0.794429, -1.17908, -0.95839, -0.737699, -0.517008, -0.296318, -0.165591, -0.034864, 0.095863]","[0.772167, 0.889335, 1.006502, 1.12367, 1.240837, 0.731595, 0.222354, -0.286888, -0.79613, -1.305372, -1.433908, -1.562444, -1.69098, -1.819516, -1.948052, -1.300114, -0.652175, -0.004237, 0.643701, 1.014531, 1.012684, 1.010836, 1.008989, 1.007141, 0.969199, 0.655994, 0.342789, 0.029585, -0.28362, -0.241556, -0.199492, -0.157428]"
6,"[-0.060181, 0.013875, 0.087931, 0.161988, 0.236044, -0.054844, -0.345732, -0.636619, -0.927507, -0.962533, -1.200047, -1.43756, -1.675074, -1.912587, -1.788827, -1.171692, -0.554556, 0.062579, 0.679714, 0.895211, 1.110708, 1.326205, 1.541702, 1.757199, 1.475652, 1.194104, 0.912557, 0.63101, 0.349463, 0.223367, 0.097272, -0.028824]","[-1.297523, -1.381071, -1.464618, -1.548166, -1.631713, -1.234987, -0.838259, -0.441532, -0.044805, 0.347967, 0.726031, 1.104096, 1.482161, 1.860225, 1.940065, 1.637885, 1.335705, 1.033525, 0.731346, 0.51123, 0.291115, 0.070999, -0.149116, -0.369232, -0.348592, -0.327953, -0.307313, -0.286673, -0.266034, -0.322144, -0.378254, -0.434364]","[0.557393, 0.773819, 0.990246, 1.206673, 1.423099, 0.930927, 0.438755, -0.053417, -0.545589, -0.775183, -1.097144, -1.419105, -1.741066, -2.063028, -1.978212, -1.308859, -0.639504, 0.029849, 0.699203, 0.808353, 0.917502, 1.026651, 1.1358, 1.244949, 0.898073, 0.551197, 0.20432, -0.142556, -0.489433, -0.508668, -0.527902, -0.547138]"
6,"[1.39854, 1.649623, 1.242344, 0.835066, 0.427788, 0.02051, -0.159725, -0.682242, -1.204758, -1.727275, -2.249792, -2.341499, -1.683647, -1.025795, -0.367943, 0.289909, 0.467855, 0.6458, 0.823746, 1.001692, 1.179637, 0.9283, 0.676963, 0.425626, 0.174289, -0.077048, -0.090277, -0.103505, -0.116733, -0.129961, -0.118641, -0.108847]","[-1.733732, -1.881567, -1.437291, -0.993016, -0.54874, -0.104465, 0.161457, 0.609467, 1.057477, 1.505487, 1.953496, 2.169968, 1.760076, 1.350183, 0.940291, 0.530398, 0.377542, 0.224685, 0.071829, -0.081027, -0.233884, -0.262472, -0.291061, -0.319649, -0.348237, -0.376825, -0.467998, -0.559171, -0.650344, -0.741517, -0.843378, -0.83797]","[1.296325, 1.762333, 1.515962, 1.26959, 1.023219, 0.776848, 0.589189, -0.066989, -0.723167, -1.379344, -2.035522, -2.199401, -1.648389, -1.097376, -0.546364, 0.004648, 0.231153, 0.457658, 0.684163, 0.910668, 1.137173, 0.834896, 0.532618, 0.230341, -0.071937, -0.374214, -0.416827, -0.45944, -0.502053, -0.544666, -0.59075, -0.600351]"
1,"[1.426045, 1.453199, 1.470547, 1.487896, 1.505244, 1.522592, 0.976046, 0.4295, -0.117045, -0.663591, -1.210137, -1.305892, -1.401647, -1.497402, -1.593157, -1.688912, -1.366649, -1.044386, -0.722123, -0.39986, -0.069903, -9.5e-05, 0.069712, 0.13952, 0.209328, 0.290941, 0.310439, 0.329937, 0.349434, 0.368932, 0.370139, 0.371346]","[-0.112839, 0.329558, 0.8173, 1.305041, 1.792783, 2.280524, 1.980663, 1.680802, 1.380941, 1.08108, 0.781219, 0.400744, 0.02027, -0.360204, -0.740678, -1.121153, -0.985768, -0.850384, -0.714999, -0.579615, -0.463246, -0.521105, -0.578965, -0.636824, -0.694683, -0.746529, -0.759531, -0.772534, -0.785536, -0.798538, -0.808777, -0.819016]","[1.319742, 1.35979, 1.406743, 1.453695, 1.500648, 1.5476, 0.909425, 0.271251, -0.366924, -1.0051, -1.643274, -1.614447, -1.585619, -1.556792, -1.527965, -1.499137, -1.110915, -0.722693, -0.334473, 0.053749, 0.439036, 0.367226, 0.295417, 0.223607, 0.151798, 0.121936, 0.160947, 0.199959, 0.23897, 0.277983, 0.315267, 0.352554]"
4,"[-0.470832, -0.1661, 0.263517, 0.693134, 1.12275, 1.552367, 1.478941, 1.405515, 1.332089, 1.258663, 1.185237, 0.576737, -0.031763, -0.640263, -1.248763, -1.857262, -1.731327, -1.605391, -1.479455, -1.35352, -1.201592, -0.841463, -0.481334, -0.121204, 0.238925, 0.509787, 0.446513, 0.383239, 0.319964, 0.25669, 0.154296, 0.051903]","[-0.691627, -0.485441, -0.300177, -0.114914, 0.07035, 0.255614, 0.680852, 1.10609, 1.531328, 1.956566, 2.381804, 1.820469, 1.259134, 0.697798, 0.136463, -0.424872, -0.696439, -0.968005, -1.239572, -1.511138, -1.800593, -1.399206, -0.997819, -0.596432, -0.195045, 0.148075, 0.071919, -0.004237, -0.080393, -0.156548, -0.203518, -0.250488]","[0.828499, 0.976571, 1.109991, 1.243412, 1.376832, 1.510253, 0.843334, 0.176416, -0.490503, -1.157421, -1.82434, -1.731922, -1.639504, -1.547087, -1.454669, -1.362251, -0.810601, -0.258951, 0.292699, 0.844349, 1.28506, 1.050376, 0.815692, 0.581009, 0.346325, 0.118091, 0.013603, -0.090886, -0.195374, -0.299862, -0.283, -0.266138]"
